,drone_id,force_side_name,time,lat,lon,speed,flight_id
0,10,BLUE,0,32.3286181,34.8566246,10,0
1,10,BLUE,0,32.3286181,34.8566246,10,0
2,10,BLUE,0,32.3286181,34.8566246,10,0
3,10,BLUE,0,32.3286181,34.8566246,10,0
4,10,BLUE,0,32.3286181,34.8566246,10,0
5,10,BLUE,0,32.3286181,34.8566246,10,0
6,10,BLUE,0,32.3286181,34.8566246,10,0
7,10,BLUE,0,32.3286181,34.8566246,10,0
8,10,BLUE,0,32.3286181,34.8566246,10,0
9,10,BLUE,0,32.3286181,34.8566246,10,0
10,10,BLUE,0,32.3286181,34.8566246,10,0
11,10,BLUE,0,32.3286181,34.8566246,10,0
12,10,BLUE,0,32.3286181,34.8566246,10,0
13,10,BLUE,0,32.3286181,34.8566246,10,0
14,10,BLUE,0,32.3286181,34.8566246,10,0
15,10,BLUE,0,32.3286181,34.8566246,10,0
16,10,BLUE,0,32.3286181,34.8566246,10,0
17,10,BLUE,0,32.3286181,34.8566246,10,0
18,10,BLUE,0,32.3286181,34.8566246,10,0
19,10,BLUE,0,32.3286181,34.8566246,10,0
20,10,BLUE,0,32.3286181,34.8566246,10,0
21,10,BLUE,0,32.3286181,34.8566246,10,0
22,10,BLUE,0,32.3286181,34.8566246,10,0
23,10,BLUE,0,32.3286181,34.8566246,10,0
24,10,BLUE,0,32.3286181,34.8566246,10,0
25,10,BLUE,0,32.3286181,34.8566246,10,0
26,10,BLUE,0,32.3286181,34.8566246,10,0
27,10,BLUE,0,32.3286181,34.8566246,10,0
28,10,BLUE,0,32.3286181,34.8566246,10,0
29,10,BLUE,0,32.3286181,34.8566246,10,0
30,10,BLUE,0,32.3286181,34.8566246,10,0
31,10,BLUE,0,32.3286181,34.8566246,10,0
32,10,BLUE,0,32.3286181,34.8566246,10,0
33,10,BLUE,0,32.3286181,34.8566246,10,0
34,10,BLUE,0,32.3286181,34.8566246,10,0
35,10,BLUE,0,32.3286181,34.8566246,10,0
36,10,BLUE,0,32.3286181,34.8566246,10,0
37,10,BLUE,0,32.3286181,34.8566246,10,0
38,10,BLUE,0,32.3286181,34.8566246,10,0
39,10,BLUE,0,32.3286181,34.8566246,10,0
40,10,BLUE,0,32.3286181,34.8566246,10,0
41,10,BLUE,0,32.3286181,34.8566246,10,0
42,10,BLUE,0,32.3286181,34.8566246,10,0
43,10,BLUE,0,32.3286181,34.8566246,10,0
44,10,BLUE,0,32.3286181,34.8566246,10,0
45,10,BLUE,0,32.3286181,34.8566246,10,0
46,10,BLUE,0,32.3286181,34.8566246,10,0
47,10,BLUE,0,32.3286181,34.8566246,10,0
48,10,BLUE,0,32.3286181,34.8566246,10,0
49,10,BLUE,0,32.3286181,34.8566246,10,0
50,10,BLUE,0,32.3286181,34.8566246,10,0
51,10,BLUE,0,32.3286181,34.8566246,10,0
52,10,BLUE,0,32.3286181,34.8566246,10,0
53,10,BLUE,0,32.3286181,34.8566246,10,0
54,10,BLUE,0,32.3286181,34.8566246,10,0
55,10,BLUE,0,32.3286181,34.8566246,10,0
56,10,BLUE,0,32.3286181,34.8566246,10,0
57,10,BLUE,0,32.3286181,34.8566246,10,0
58,10,BLUE,0,32.3286181,34.8566246,10,0
59,10,BLUE,0,32.3286181,34.8566246,10,0
60,10,BLUE,0,32.3286181,34.8566246,10,0
61,10,BLUE,0,32.3286181,34.8566246,10,0
62,10,BLUE,0,32.3286181,34.8566246,10,0
63,10,BLUE,0,32.3286181,34.8566246,10,0
64,10,BLUE,0,32.3286181,34.8566246,10,0
65,10,BLUE,0,32.3286181,34.8566246,10,0
66,10,BLUE,0,32.3286181,34.8566246,10,0
67,10,BLUE,0,32.3286181,34.8566246,10,0
68,10,BLUE,0,32.3286181,34.8566246,10,0
69,10,BLUE,0,32.3286181,34.8566246,10,0
70,10,BLUE,0,32.3286181,34.8566246,10,0
71,10,BLUE,0,32.3286181,34.8566246,10,0
72,10,BLUE,0,32.3286181,34.8566246,10,0
73,10,BLUE,0,32.3286181,34.8566246,10,0
74,10,BLUE,0,32.3286181,34.8566246,10,0
75,10,BLUE,0,32.3286181,34.8566246,10,0
76,10,BLUE,0,32.3286181,34.8566246,10,0
77,10,BLUE,0,32.3286181,34.8566246,10,0
78,10,BLUE,0,32.3286181,34.8566246,10,0
79,10,BLUE,0,32.3286181,34.8566246,10,0
80,10,BLUE,0,32.3286181,34.8566246,10,0
81,10,BLUE,0,32.3286181,34.8566246,10,0
82,10,BLUE,0,32.3286181,34.8566246,10,0
83,10,BLUE,0,32.3286181,34.8566246,10,0
84,10,BLUE,0,32.3286181,34.8566246,10,0
85,10,BLUE,0,32.3286181,34.8566246,10,0
86,10,BLUE,0,32.3286181,34.8566246,10,0
87,10,BLUE,0,32.3286181,34.8566246,10,0
88,10,BLUE,0,32.3286181,34.8566246,10,0
89,10,BLUE,0,32.3286181,34.8566246,10,0
90,10,BLUE,0,32.3286181,34.8566246,10,0
91,10,BLUE,0,32.3286181,34.8566246,10,0
92,10,BLUE,0,32.3286181,34.8566246,10,0
93,10,BLUE,0,32.3286181,34.8566246,10,0
94,10,BLUE,0,32.3286181,34.8566246,10,0
95,10,BLUE,0,32.3286181,34.8566246,10,0
96,10,BLUE,0,32.3286181,34.8566246,10,0
97,10,BLUE,0,32.3286181,34.8566246,10,0
98,10,BLUE,0,32.3286181,34.8566246,10,0
99,10,BLUE,0,32.3286181,34.8566246,10,0
100,10,BLUE,0,32.3286181,34.8566246,10,0
101,10,BLUE,0,32.3286181,34.8566246,10,0
102,10,BLUE,0,32.3286181,34.8566246,10,0
103,10,BLUE,0,32.3286181,34.8566246,10,0
104,10,BLUE,0,32.3286181,34.8566246,10,0
105,10,BLUE,0,32.3286181,34.8566246,10,0
106,10,BLUE,0,32.3286181,34.8566246,10,0
107,10,BLUE,0,32.3286181,34.8566246,10,0
108,10,BLUE,0,32.3286181,34.8566246,10,0
109,10,BLUE,0,32.3286181,34.8566246,10,0
110,10,BLUE,0,32.3286181,34.8566246,10,0
111,10,BLUE,0,32.3286181,34.8566246,10,0
112,10,BLUE,0,32.3286181,34.8566246,10,0
113,10,BLUE,0,32.3286181,34.8566246,10,0
114,10,BLUE,0,32.3286181,34.8566246,10,0
115,10,BLUE,0,32.3286181,34.8566246,10,0
116,10,BLUE,0,32.3286181,34.8566246,10,0
117,10,BLUE,0,32.3286181,34.8566246,10,0
